Time,General Demand (W),EV Demand (W),Heating Demand (W),PV (W)
1/7/2021 11:15,10250,0,7649,-147.9777778
1/7/2021 11:30,10650,0,6053,-137.5851852
1/7/2021 11:45,9702,0,5827,-147.5555556
1/7/2021 12:00,11516,0,7006,-158.9407407
1/7/2021 12:15,14216,0,6470,-172.0888889
1/7/2021 12:30,12487,0,6002,-187.4666667
1/7/2021 12:45,11566,0,5502,-151.2296296
1/7/2021 13:00,9832,0,5116,-122.9333333
1/7/2021 13:15,9083,0,5548,-100.4666667
1/7/2021 13:30,8998,0,5526,-82.04444444
1/7/2021 13:45,8609,0,6165,-69.62962963
1/7/2021 14:00,7273,0,5560,-57.78518519
1/7/2021 14:15,9621,0,5945,-46.07407407
1/7/2021 14:30,8897,0,7016,-34.48148148
1/7/2021 14:45,7872,0,5811,-27.08888889
1/7/2021 15:00,10120,0,5622,-19.74074074
1/7/2021 15:15,10497,0,5162,-12.42962963
1/7/2021 15:30,9158,0,5507,-5.185185185
1/7/2021 15:45,10788,0,6796,-3.896296296
1/7/2021 16:00,11450,0,5226,-2.6
1/7/2021 16:15,10234,0,5228,-1.311111111
1/7/2021 16:30,10553,0,5415,0
1/7/2021 16:45,12107,0,5685,0
1/7/2021 17:00,14525,0,5162,0
1/7/2021 17:15,15109,0,5675,0
1/7/2021 17:30,16506,0,5510,0
1/7/2021 17:45,15149,0,4678,0
1/7/2021 18:00,15185,0,5861,0
1/7/2021 18:15,20945,0,5217,0
1/7/2021 18:30,20100,0,5973,0
1/7/2021 18:45,18370,0,4876,0
1/7/2021 19:00,17693,0,5973,0
1/7/2021 19:15,22094,0,7174,0
1/7/2021 19:30,17263,0,8781,0
1/7/2021 19:45,16199,0,6596,0
1/7/2021 20:00,17727,0,6339,0
1/7/2021 20:15,16204,0,6763,0
1/7/2021 20:30,20396,0,7502,0
1/7/2021 20:45,16923,0,9309,0
1/7/2021 21:00,14370,0,8907,0
1/7/2021 21:15,16204,0,10438,0
1/7/2021 21:30,12918,0,7913,0
1/7/2021 21:45,12563,0,9992,0
1/7/2021 22:00,12266,0,6885,0
1/7/2021 22:15,15013,0,6257,0
1/7/2021 22:30,13344,0,6863,0
1/7/2021 22:45,11038,0,4200,0
1/7/2021 23:00,12891,0,4200,0
1/7/2021 23:15,7905,0,4174,0
1/7/2021 23:30,6208,0,3990,0
1/7/2021 23:45,7338,0,3990,0
1/8/2021 0:00,5726,0,4805,0
1/8/2021 0:15,5331,0,4805,0
1/8/2021 0:30,5379,0,4805,0
1/8/2021 0:45,5369,0,4805,0
1/8/2021 1:00,5370,0,4805,0
1/8/2021 1:15,5330,0,4805,0
1/8/2021 1:30,5398,0,4805,0
1/8/2021 1:45,5367,0,4805,0
1/8/2021 2:00,5346,0,4805,0
1/8/2021 2:15,5344,0,4805,0
1/8/2021 2:30,5408,0,4805,0
1/8/2021 2:45,5365,0,4805,0
1/8/2021 3:00,5321,0,4805,0
1/8/2021 3:15,5385,0,4805,0
1/8/2021 3:30,5383,0,4805,0
1/8/2021 3:45,5354,0,4805,0
1/8/2021 4:00,5332,0,4805,0
1/8/2021 4:15,5401,0,4805,0
1/8/2021 4:30,5367,0,4805,0
1/8/2021 4:45,5339,0,4805,0
1/8/2021 5:00,5369,0,4805,0
1/8/2021 5:15,5383,0,4805,0
1/8/2021 5:30,5359,0,4805,0
1/8/2021 5:45,5337,0,4805,0
1/8/2021 6:00,5393,0,4805,0
1/8/2021 6:15,5354,0,4805,0
1/8/2021 6:30,5361,0,4805,0
1/8/2021 6:45,5371,0,4805,0
1/8/2021 7:00,5374,0,4805,0
1/8/2021 7:15,5564,0,4805,0
1/8/2021 7:30,6020,0,5178,0
1/8/2021 7:45,6150,0,8813,0
1/8/2021 8:00,7299,0,5476,0
1/8/2021 8:15,9800,0,8447,0
1/8/2021 8:30,10456,0,8409,0
1/8/2021 8:45,10206,0,11701,0
1/8/2021 9:00,11475,0,9230,-15.36296296
1/8/2021 9:15,10553,0,19025,-48.38518519
1/8/2021 9:30,9416,0,21166,-41.52592593
1/8/2021 9:45,9008,0,16719,-61.83703704
1/8/2021 10:00,9713,0,11862,-83.22222222
1/8/2021 10:15,9755,0,10184,-105.962963
1/8/2021 10:30,9519,0,7873,-130.4740741
1/8/2021 10:45,10434,0,8343,-121.6666667
1/8/2021 11:00,9722,0,8247,-117.2814815
1/8/2021 11:15,9608,0,9516,-115.4074074
1/8/2021 11:30,9473,0,8532,-115.0740741
1/8/2021 11:45,8549,0,7545,-104.762963
1/8/2021 12:00,10388,0,7378,-96.78518519
1/8/2021 12:15,10297,0,6603,-90.20740741
1/8/2021 12:30,10806,0,6636,-84.47407407
1/8/2021 12:45,11586,0,6674,-77.05185185
1/8/2021 13:00,11629,0,6965,-69.99259259
1/8/2021 13:15,9967,0,6253,-63.01481481
1/8/2021 13:30,12411,0,7120,-56.11111111
1/8/2021 13:45,12380,0,5717,-48.57777778
1/8/2021 14:00,9570,0,6298,-41.0962963
1/8/2021 14:15,10189,0,5473,-33.68148148
1/8/2021 14:30,10228,0,6273,-26.3037037
1/8/2021 14:45,10839,0,6126,-20.99259259
1/8/2021 15:00,11500,0,6261,-15.6962963
1/8/2021 15:15,9541,0,7025,-10.42962963
1/8/2021 15:30,7652,0,5716,-5.185185185
1/8/2021 15:45,7711,0,6127,-3.888888889
1/8/2021 16:00,8985,0,5716,-2.6
1/8/2021 16:15,9938,0,6214,-1.303703704
1/8/2021 16:30,8967,0,6251,0
1/8/2021 16:45,10780,0,5474,0
1/8/2021 17:00,11661,0,5474,0
1/8/2021 17:15,10981,0,6110,0
1/8/2021 17:30,9917,0,6381,0
1/8/2021 17:45,11553,0,6392,0
1/8/2021 18:00,15239,0,6995,0
1/8/2021 18:15,14828,0,5599,0
1/8/2021 18:30,17510,0,5057,0
1/8/2021 18:45,16322,0,6246,0
1/8/2021 19:00,18501,0,6644,0
1/8/2021 19:15,19846,0,7905,0
1/8/2021 19:30,21995,0,7983,0
1/8/2021 19:45,20933,0,6626,0
1/8/2021 20:00,24100,0,8148,0
1/8/2021 20:15,21287,0,6793,0
1/8/2021 20:30,22180,0,7984,0
1/8/2021 20:45,22711,0,7177,0
1/8/2021 21:00,17275,0,4901,0
1/8/2021 21:15,18282,0,5104,0
1/8/2021 21:30,14934,0,4941,0
1/8/2021 21:45,14874,0,5394,0
1/8/2021 22:00,14687,0,6860,0
1/8/2021 22:15,14811,0,8905,0
1/8/2021 22:30,12054,0,6693,0
1/8/2021 22:45,11603,0,5595,0
1/8/2021 23:00,12216,0,6185,0
1/8/2021 23:15,7133,0,6079,0
1/8/2021 23:30,6294,0,4366,0
1/8/2021 23:45,7253,0,4366,0
1/9/2021 0:00,5510,0,4177,0
1/9/2021 0:15,5413,0,4177,0
1/9/2021 0:30,5359,0,4177,0
1/9/2021 0:45,5339,0,4177,0
1/9/2021 1:00,5356,0,4177,0
1/9/2021 1:15,5417,0,4177,0
1/9/2021 1:30,5333,0,4177,0
1/9/2021 1:45,5346,0,4177,0
1/9/2021 2:00,5380,0,4177,0
1/9/2021 2:15,5403,0,4177,0
1/9/2021 2:30,5321,0,4177,0
1/9/2021 2:45,5353,0,4177,0
1/9/2021 3:00,5408,0,4177,0
1/9/2021 3:15,5354,0,4177,0
1/9/2021 3:30,5343,0,4177,0
1/9/2021 3:45,5355,0,4177,0
1/9/2021 4:00,5423,0,4177,0
1/9/2021 4:15,5312,0,4177,0
1/9/2021 4:30,5366,0,4177,0
1/9/2021 4:45,5380,0,4177,0
1/9/2021 5:00,5392,0,4177,0
1/9/2021 5:15,5310,0,4177,0
1/9/2021 5:30,5385,0,4177,0
1/9/2021 5:45,5398,0,4177,0
1/9/2021 6:00,5410,0,4177,0
1/9/2021 6:15,5934,0,4262,0
1/9/2021 6:30,7946,0,7783,0
1/9/2021 6:45,8927,0,9038,0
1/9/2021 7:00,10021,0,9925,0
1/9/2021 7:15,10179,0,13870,0
1/9/2021 7:30,11653,0,9714,0
1/9/2021 7:45,10137,0,10356,0
1/9/2021 8:00,12488,0,6165,0
1/9/2021 8:15,15601,0,9310,0
1/9/2021 8:30,10094,0,5694,0
1/9/2021 8:45,12042,0,4991,0
1/9/2021 9:00,10521,0,4482,-62.7037037
1/9/2021 9:15,7036,0,4482,-31.33333333
1/9/2021 9:30,7775,0,4589,-31.78518519
1/9/2021 9:45,6143,0,4482,-37.06666667
1/9/2021 10:00,5992,0,4482,-42.78518519
1/9/2021 10:15,6866,0,5476,-48.62222222
1/9/2021 10:30,7371,0,4482,-54.58518519
1/9/2021 10:45,5950,0,4482,-47.77777778
1/9/2021 11:00,5976,0,4482,-41.2962963
1/9/2021 11:15,6007,0,4703,-35.01481481
1/9/2021 11:30,6341,0,4482,-28.87407407
1/9/2021 11:45,7202,0,4482,-32.87407407
1/9/2021 12:00,7169,0,4482,-36.88888889
1/9/2021 12:15,6811,0,4482,-40.92592593
1/9/2021 12:30,7322,0,5100,-44.99259259
1/9/2021 12:45,6872,0,4482,-44.98518519
1/9/2021 13:00,7263,0,4662,-44.99259259
1/9/2021 13:15,7502,0,4662,-45.01481481
1/9/2021 13:30,7738,0,4662,-45.05185185
1/9/2021 13:45,8564,0,4586,-41.68888889
1/9/2021 14:00,7313,0,5281,-38.34074074
1/9/2021 14:15,7950,0,4773,-35.01481481
1/9/2021 14:30,8786,0,4717,-31.7037037
1/9/2021 14:45,9333,0,4562,-24.34074074
1/9/2021 15:00,11022,0,6550,-17.02222222
1/9/2021 15:15,11850,0,6227,-9.762962963
1/9/2021 15:30,10804,0,6387,-2.577777778
1/9/2021 15:45,10305,0,5805,-1.933333333
1/9/2021 16:00,10793,0,6865,-1.288888889
1/9/2021 16:15,14907,0,6223,-0.644444444
1/9/2021 16:30,15546,0,6133,0
1/9/2021 16:45,17998,0,8717,0
1/9/2021 17:00,19521,0,5402,0
1/9/2021 17:15,18871,0,5394,0
1/9/2021 17:30,18005,0,5733,0
1/9/2021 17:45,19728,0,6128,0
1/9/2021 18:00,18904,0,6296,0
1/9/2021 18:15,20313,0,5802,0
1/9/2021 18:30,20415,0,5394,0
1/9/2021 18:45,21261,0,6210,0
1/9/2021 19:00,19503,0,4634,0
1/9/2021 19:15,17001,0,6919,0
1/9/2021 19:30,16565,0,6336,0
1/9/2021 19:45,16515,0,7185,0
1/9/2021 20:00,15617,0,9491,0
1/9/2021 20:15,13778,0,7709,0
1/9/2021 20:30,19433,0,7068,0
1/9/2021 20:45,19225,0,11370,0
1/9/2021 21:00,15733,0,9237,0
1/9/2021 21:15,16806,0,7879,0
1/9/2021 21:30,13494,0,8836,0
1/9/2021 21:45,13062,0,7146,0
1/9/2021 22:00,11984,0,7585,0
1/9/2021 22:15,11721,0,8262,0
1/9/2021 22:30,11099,0,6454,0
1/9/2021 22:45,8901,0,5296,0
1/9/2021 23:00,7882,0,5648,0
1/9/2021 23:15,8554,0,4714,0
1/9/2021 23:30,6331,0,4714,0
1/9/2021 23:45,6188,0,4714,0
1/10/2021 0:00,7229,0,5776,0
1/10/2021 0:15,5538,0,5776,0
1/10/2021 0:30,5406,0,5776,0
1/10/2021 0:45,5351,0,5776,0
1/10/2021 1:00,5322,0,5776,0
1/10/2021 1:15,5391,0,5776,0
1/10/2021 1:30,5384,0,5776,0
1/10/2021 1:45,5340,0,5776,0
1/10/2021 2:00,5356,0,5776,0
1/10/2021 2:15,5385,0,5776,0
1/10/2021 2:30,5357,0,5776,0
1/10/2021 2:45,5348,0,5776,0
1/10/2021 3:00,5391,0,5776,0
1/10/2021 3:15,5358,0,5776,0
1/10/2021 3:30,5335,0,5776,0
1/10/2021 3:45,5396,0,5776,0
1/10/2021 4:00,5361,0,5776,0
1/10/2021 4:15,5354,0,5776,0
1/10/2021 4:30,5337,0,5776,0
1/10/2021 4:45,5425,0,5776,0
1/10/2021 5:00,5330,0,5776,0
1/10/2021 5:15,5348,0,5776,0
1/10/2021 5:30,5375,0,5776,0
1/10/2021 5:45,5409,0,5776,0
1/10/2021 6:00,5530,0,5776,0
1/10/2021 6:15,5940,0,7476,0
1/10/2021 6:30,8221,0,7476,0
1/10/2021 6:45,9515,0,15681,0
1/10/2021 7:00,9481,0,16539,0
1/10/2021 7:15,10370,0,13275,0
1/10/2021 7:30,10391,0,17385,0
1/10/2021 7:45,9515,0,10352,0
1/10/2021 8:00,8941,0,13956,0
1/10/2021 8:15,9108,0,6493,0
1/10/2021 8:30,8516,0,7173,0
1/10/2021 8:45,7763,0,6493,0
1/10/2021 9:00,5046,0,6927,-541.7037037
1/10/2021 9:15,4319,0,6636,-603.8296296
1/10/2021 9:30,4438,0,6401,-575.8
1/10/2021 9:45,4605,0,5899,-540.0592593
1/10/2021 10:00,4672,0,5899,-527.4592593
1/10/2021 10:15,4700,0,6424,-520.2222222
1/10/2021 10:30,4730,0,5945,-514.6888889
1/10/2021 10:45,5812,0,5899,-470.9703704
1/10/2021 11:00,6220,0,5899,-438.1481481
1/10/2021 11:15,9052,0,5899,-415.7703704
1/10/2021 11:30,8062,0,6433,-401.7703704
1/10/2021 11:45,6967,0,6251,-301.1407407
1/10/2021 12:00,6618,0,5899,-223.0148148
1/10/2021 12:15,7215,0,5899,-165.7037037
1/10/2021 12:30,7307,0,5899,-125.0814815
1/10/2021 12:45,9011,0,6002,-128.3851852
1/10/2021 13:00,8752,0,5636,-132.5037037
1/10/2021 13:15,8883,0,5636,-137.7037037
1/10/2021 13:30,7863,0,6125,-144.4148148
1/10/2021 13:45,6979,0,5480,-126.3481481
1/10/2021 14:00,6803,0,5480,-110.2962963
1/10/2021 14:15,7157,0,5480,-95.77037037
1/10/2021 14:30,9229,0,6167,-82.37777778
1/10/2021 14:45,8899,0,6115,-61.53333333
1/10/2021 15:00,8972,0,6115,-43.14074074
1/10/2021 15:15,8843,0,6195,-25.26666667
1/10/2021 15:30,9197,0,6336,-7.807407407
1/10/2021 15:45,11644,0,5895,-5.859259259
1/10/2021 16:00,11989,0,5772,-3.918518519
1/10/2021 16:15,13164,0,6714,-1.962962963
1/10/2021 16:30,14944,0,5512,0
1/10/2021 16:45,14903,0,5611,0
1/10/2021 17:00,15847,0,8162,0
1/10/2021 17:15,17829,0,7421,0
1/10/2021 17:30,18206,0,5983,0
1/10/2021 17:45,15703,0,6915,0
1/10/2021 18:00,14712,0,8229,0
1/10/2021 18:15,17418,0,7887,0
1/10/2021 18:30,20203,0,6641,0
1/10/2021 18:45,19394,0,7392,0
1/10/2021 19:00,22750,0,8469,0
1/10/2021 19:15,19373,0,7303,0
1/10/2021 19:30,18582,0,7358,0
1/10/2021 19:45,19775,0,10475,0
1/10/2021 20:00,19993,0,12552,0
1/10/2021 20:15,19573,0,10769,0
1/10/2021 20:30,20041,0,6546,0
1/10/2021 20:45,19440,0,8750,0
1/10/2021 21:00,17135,0,10789,0
1/10/2021 21:15,15662,0,9605,0
1/10/2021 21:30,13454,0,6855,0
1/10/2021 21:45,14858,0,8002,0
1/10/2021 22:00,13876,0,4479,0
1/10/2021 22:15,12397,0,5528,0
1/10/2021 22:30,10380,0,5920,0
1/10/2021 22:45,12008,0,7019,0
1/10/2021 23:00,12932,0,4316,0
1/10/2021 23:15,8227,0,3829,0
1/10/2021 23:30,8740,0,3729,0
1/10/2021 23:45,9170,0,3729,0
1/11/2021 0:00,5738,0,4927,0
1/11/2021 0:15,5380,0,4927,0
1/11/2021 0:30,5322,0,4927,0
1/11/2021 0:45,5378,0,4927,0
1/11/2021 1:00,5400,0,4927,0
1/11/2021 1:15,5338,0,4927,0
1/11/2021 1:30,5341,0,4927,0
1/11/2021 1:45,5393,0,4927,0
1/11/2021 2:00,5378,0,4927,0
1/11/2021 2:15,5334,0,4927,0
1/11/2021 2:30,5366,0,4927,0
1/11/2021 2:45,5403,0,4927,0
1/11/2021 3:00,5332,0,4927,0
1/11/2021 3:15,5353,0,4927,0
1/11/2021 3:30,5405,0,4927,0
1/11/2021 3:45,5356,0,4927,0
1/11/2021 4:00,5327,0,4927,0
1/11/2021 4:15,5382,0,4927,0
1/11/2021 4:30,5413,0,4927,0
1/11/2021 4:45,5311,0,4927,0
1/11/2021 5:00,5352,0,4927,0
1/11/2021 5:15,5403,0,4927,0
1/11/2021 5:30,5386,0,4927,0
1/11/2021 5:45,5299,0,5381,0
1/11/2021 6:00,5523,0,5381,0
1/11/2021 6:15,6454,0,5381,0
1/11/2021 6:30,6663,0,5381,0
1/11/2021 6:45,9120,0,7312,0
1/11/2021 7:00,10402,0,13074,0
1/11/2021 7:15,10350,0,14768,0
1/11/2021 7:30,10130,0,17762,0
1/11/2021 7:45,11423,0,12482,0
1/11/2021 8:00,9819,0,9023,0
1/11/2021 8:15,9393,0,7078,0
1/11/2021 8:30,10115,0,9586,0
1/11/2021 8:45,7889,0,5474,0
1/11/2021 9:00,5766,0,7164,-342.6888889
1/11/2021 9:15,5812,0,5937,-165.2592593
1/11/2021 9:30,5912,0,5937,-116.8518519
1/11/2021 9:45,5974,0,5937,-97.62222222
1/11/2021 10:00,5981,0,5937,-93.45185185
1/11/2021 10:15,5996,0,6034,-94.99259259
1/11/2021 10:30,5976,0,6054,-99.21481481
1/11/2021 10:45,6109,0,6245,-76.86666667
1/11/2021 11:00,6889,0,6037,-63.7037037
1/11/2021 11:15,8681,0,6037,-52.88148148
1/11/2021 11:30,8404,0,6037,-42.4
1/11/2021 11:45,6763,0,5335,-36.8962963
1/11/2021 12:00,6542,0,5062,-31.47407407
1/11/2021 12:15,7307,0,5046,-26.11851852
1/11/2021 12:30,7761,0,5046,-20.81481481
1/11/2021 12:45,6571,0,5046,-18.83703704
1/11/2021 13:00,7284,0,5737,-16.85925926
1/11/2021 13:15,8007,0,5101,-14.8962963
1/11/2021 13:30,7254,0,5101,-12.94074074
1/11/2021 13:45,7365,0,5721,-17.53333333
1/11/2021 14:00,7590,0,5591,-22.17777778
1/11/2021 14:15,8111,0,5181,-26.88148148
1/11/2021 14:30,8301,0,5558,-31.65925926
1/11/2021 14:45,7672,0,5962,-27.68888889
1/11/2021 15:00,7745,0,6571,-23.72592593
1/11/2021 15:15,8163,0,6435,-19.77777778
1/11/2021 15:30,9196,0,8031,-15.82962963
1/11/2021 15:45,9437,0,5605,-11.8962963
1/11/2021 16:00,9538,0,7312,-7.948148148
1/11/2021 16:15,14227,0,6071,-3.985185185
1/11/2021 16:30,13390,0,5971,0
1/11/2021 16:45,13222,0,6279,0
1/11/2021 17:00,18464,0,5376,0
1/11/2021 17:15,19625,0,5663,0
1/11/2021 17:30,18829,0,5021,0
1/11/2021 17:45,17495,0,6036,0
1/11/2021 18:00,15308,0,5122,0
1/11/2021 18:15,13370,0,5283,0
1/11/2021 18:30,17212,0,5442,0
1/11/2021 18:45,20964,0,5837,0
1/11/2021 19:00,19016,0,5517,0
1/11/2021 19:15,17444,0,6645,0
1/11/2021 19:30,17287,0,10346,0
1/11/2021 19:45,17268,0,7124,0
1/11/2021 20:00,18223,0,7402,0
1/11/2021 20:15,14218,0,11247,0
1/11/2021 20:30,19582,0,7303,0
1/11/2021 20:45,16044,0,5542,0
1/11/2021 21:00,13640,0,5542,0
1/11/2021 21:15,14083,0,7538,0
1/11/2021 21:30,12373,0,10619,0
1/11/2021 21:45,11987,0,11349,0
1/11/2021 22:00,12477,0,12029,0
1/11/2021 22:15,11887,0,8800,0
1/11/2021 22:30,12456,0,6316,0
1/11/2021 22:45,12121,0,5127,0
1/11/2021 23:00,10314,0,3875,0
1/11/2021 23:15,11311,0,3875,0
1/11/2021 23:30,8885,0,3875,0
1/11/2021 23:45,7848,0,3875,0
1/12/2021 0:00,7328,0,3759,0
1/12/2021 0:15,5575,0,3759,0
1/12/2021 0:30,5328,0,3759,0
1/12/2021 0:45,5332,0,3759,0
1/12/2021 1:00,5418,0,3759,0
1/12/2021 1:15,5357,0,3759,0
1/12/2021 1:30,5339,0,3759,0
1/12/2021 1:45,5365,0,3759,0
1/12/2021 2:00,5398,0,3759,0
1/12/2021 2:15,5338,0,3759,0
1/12/2021 2:30,5361,0,3759,0
1/12/2021 2:45,5368,0,3759,0
1/12/2021 3:00,5380,0,3759,0
1/12/2021 3:15,5337,0,3759,0
1/12/2021 3:30,5386,0,3759,0
1/12/2021 3:45,5355,0,3759,0
1/12/2021 4:00,5367,0,3759,0
1/12/2021 4:15,5349,0,3759,0
1/12/2021 4:30,5385,0,3759,0
1/12/2021 4:45,5359,0,3759,0
1/12/2021 5:00,5356,0,3759,0
1/12/2021 5:15,5367,0,3759,0
1/12/2021 5:30,5363,0,3759,0
1/12/2021 5:45,5366,0,3759,0
1/12/2021 6:00,5438,0,3759,0
1/12/2021 6:15,6057,0,3759,0
1/12/2021 6:30,6937,0,4056,0
1/12/2021 6:45,8308,0,8590,0
1/12/2021 7:00,9282,0,12289,0
1/12/2021 7:15,10068,0,10376,0
1/12/2021 7:30,11822,0,9777,0
1/12/2021 7:45,10875,0,7870,0
1/12/2021 8:00,10502,0,7949,0
1/12/2021 8:15,13062,0,4411,0
1/12/2021 8:30,9652,0,3681,0
1/12/2021 8:45,10147,0,4411,0
1/12/2021 9:00,6973,0,4411,-539.8222222
1/12/2021 9:15,5243,0,4411,-495.6074074
1/12/2021 9:30,6319,0,4411,-462.162963
1/12/2021 9:45,4967,0,4411,-398.1333333
1/12/2021 10:00,5016,0,4411,-338.7111111
1/12/2021 10:15,5142,0,4411,-304.9851852
1/12/2021 10:30,5270,0,4411,-288.3925926
1/12/2021 10:45,5460,0,4577,-239.4888889
1/12/2021 11:00,5569,0,4411,-206.8518519
1/12/2021 11:15,5675,0,4579,-184.5555556
1/12/2021 11:30,7446,0,4474,-168.8962963
1/12/2021 11:45,8234,0,4990,-151.5037037
1/12/2021 12:00,7286,0,4366,-138.2888889
1/12/2021 12:15,7975,0,4362,-127.8444444
1/12/2021 12:30,9733,0,5093,-119.2666667
1/12/2021 12:45,8999,0,4262,-113.9259259
1/12/2021 13:00,8789,0,4262,-109.2444444
1/12/2021 13:15,8253,0,4492,-105.0296296
1/12/2021 13:30,7974,0,4338,-101.1851852
1/12/2021 13:45,6437,0,4498,-85.6
1/12/2021 14:00,7734,0,4498,-71.60740741
1/12/2021 14:15,9006,0,4498,-58.4
1/12/2021 14:30,8941,0,4658,-45.34074074
1/12/2021 14:45,9202,0,4504,-35.84444444
1/12/2021 15:00,7739,0,4056,-26.41481481
1/12/2021 15:15,9158,0,6109,-17.05925926
1/12/2021 15:30,10222,0,6354,-7.8
1/12/2021 15:45,9911,0,5322,-5.851851852
1/12/2021 16:00,10101,0,5274,-3.903703704
1/12/2021 16:15,12113,0,4857,-1.955555556
1/12/2021 16:30,13100,0,5113,0
1/12/2021 16:45,14621,0,5251,0
1/12/2021 17:00,14972,0,6249,0
1/12/2021 17:15,16203,0,5469,0
1/12/2021 17:30,15414,0,4972,0
1/12/2021 17:45,16313,0,4857,0
1/12/2021 18:00,16799,0,4857,0
1/12/2021 18:15,17355,0,6738,0
1/12/2021 18:30,17476,0,6879,0
1/12/2021 18:45,18529,0,5993,0
1/12/2021 19:00,17573,0,6478,0
1/12/2021 19:15,17204,0,6105,0
1/12/2021 19:30,22317,0,5575,0
1/12/2021 19:45,16698,0,9781,0
1/12/2021 20:00,14998,0,7055,0
1/12/2021 20:15,19160,0,9495,0
1/12/2021 20:30,16433,0,12832,0
1/12/2021 20:45,16632,0,11175,0
1/12/2021 21:00,14795,0,10268,0
1/12/2021 21:15,14721,0,7634,0
1/12/2021 21:30,13072,0,8816,0
1/12/2021 21:45,13126,0,8375,0
1/12/2021 22:00,12374,0,9166,0
1/12/2021 22:15,10935,0,5980,0
1/12/2021 22:30,10340,0,5951,0
1/12/2021 22:45,11007,0,5447,0
1/12/2021 23:00,9938,0,5447,0
1/12/2021 23:15,7030,0,5209,0
1/12/2021 23:30,8913,0,5209,0
1/12/2021 23:45,8229,0,5209,0
1/13/2021 0:00,5647,0,5613,0
1/13/2021 0:15,5511,0,5613,0
1/13/2021 0:30,5563,0,5613,0
1/13/2021 0:45,5387,0,5613,0
1/13/2021 1:00,5303,0,5613,0
1/13/2021 1:15,5391,0,5613,0
1/13/2021 1:30,5389,0,5613,0
1/13/2021 1:45,5347,0,5613,0
1/13/2021 2:00,5324,0,5613,0
1/13/2021 2:15,5418,0,5613,0
1/13/2021 2:30,5371,0,5613,0
1/13/2021 2:45,5318,0,5613,0
1/13/2021 3:00,5358,0,5613,0
1/13/2021 3:15,5422,0,5613,0
1/13/2021 3:30,5341,0,5613,0
1/13/2021 3:45,5328,0,5613,0
1/13/2021 4:00,5393,0,5613,0
1/13/2021 4:15,5390,0,5613,0
1/13/2021 4:30,5336,0,5613,0
1/13/2021 4:45,5341,0,5613,0
1/13/2021 5:00,5408,0,5613,0
1/13/2021 5:15,5363,0,5613,0
1/13/2021 5:30,5339,0,5798,0
1/13/2021 5:45,5360,0,5798,0
1/13/2021 6:00,5600,0,5798,0
1/13/2021 6:15,6190,0,6072,0
1/13/2021 6:30,6562,0,8196,0
1/13/2021 6:45,7627,0,8122,0
1/13/2021 7:00,9238,0,9507,0
1/13/2021 7:15,9926,0,13988,0
1/13/2021 7:30,11156,0,16037,0
1/13/2021 7:45,11036,0,12997,0
1/13/2021 8:00,11303,0,7672,0
1/13/2021 8:15,9972,0,9431,0
1/13/2021 8:30,9320,0,10217,0
1/13/2021 8:45,8328,0,6229,0
1/13/2021 9:00,6031,0,8754,-384.5037037
1/13/2021 9:15,6133,0,8428,-224.8740741
1/13/2021 9:30,6347,0,6388,-154.1481481
1/13/2021 9:45,6377,0,5863,-135.4888889
1/13/2021 10:00,6399,0,5863,-132.5037037
1/13/2021 10:15,6423,0,5863,-136.3851852
1/13/2021 10:30,6388,0,6056,-144
1/13/2021 10:45,6498,0,5863,-122.7851852
1/13/2021 11:00,7487,0,5863,-109.8666667
1/13/2021 11:15,7548,0,5863,-101.4444444
1/13/2021 11:30,6810,0,5863,-95.5037037
1/13/2021 11:45,8633,0,5906,-86.91851852
1/13/2021 12:00,8823,0,5480,-79.77037037
1/13/2021 12:15,8060,0,5480,-73.3037037
1/13/2021 12:30,8031,0,5576,-66.94814815
1/13/2021 12:45,8642,0,5480,-58.6
1/13/2021 13:00,9191,0,7716,-50.35555556
1/13/2021 13:15,8581,0,7957,-42.2
1/13/2021 13:30,8974,0,5433,-34.12592593
1/13/2021 13:45,7358,0,5561,-29.45925926
1/13/2021 14:00,7088,0,6067,-24.81481481
1/13/2021 14:15,8264,0,5433,-20.2
1/13/2021 14:30,8763,0,5433,-15.59259259
1/13/2021 14:45,9501,0,6161,-13.63703704
1/13/2021 15:00,9689,0,6053,-11.68888889
1/13/2021 15:15,9566,0,5467,-9.740740741
1/13/2021 15:30,10263,0,5467,-7.792592593
1/13/2021 15:45,12426,0,5467,-5.844444444
1/13/2021 16:00,11753,0,5868,-3.903703704
1/13/2021 16:15,10760,0,5871,-1.948148148
1/13/2021 16:30,13371,0,6620,0
1/13/2021 16:45,14397,0,6281,0
1/13/2021 17:00,16081,0,5758,0
1/13/2021 17:15,15708,0,5805,0
1/13/2021 17:30,17375,0,6140,0
1/13/2021 17:45,15795,0,5670,0
1/13/2021 18:00,15473,0,7275,0
1/13/2021 18:15,20931,0,7128,0
1/13/2021 18:30,21293,0,7273,0
1/13/2021 18:45,20756,0,7721,0
1/13/2021 19:00,18005,0,6684,0
1/13/2021 19:15,16104,0,8815,0
1/13/2021 19:30,14300,0,8936,0
1/13/2021 19:45,16619,0,8239,0
1/13/2021 20:00,20851,0,8076,0
1/13/2021 20:15,20080,0,9106,0
1/13/2021 20:30,18390,0,6249,0
1/13/2021 20:45,18390,0,8219,0
1/13/2021 21:00,17190,0,9717,0
1/13/2021 21:15,14486,0,9740,0
1/13/2021 21:30,14483,0,11395,0
