Time,General Demand (W),EV Demand (W),Heating Demand (W),PV (W)
7/3/2021 6:00,5391,0,1676,-7.362962963
7/3/2021 6:15,5309,0,1676,-26.1037037
7/3/2021 6:30,5213,0,1676,-51.81481481
7/3/2021 6:45,5156,0,1676,-76.23703704
7/3/2021 7:00,5146,0,1676,-95.87407407
7/3/2021 7:15,5333,0,1676,-113.162963
7/3/2021 7:30,5834,0,5729,-129.1925926
7/3/2021 7:45,7920,0,9391,-176.4296296
7/3/2021 8:00,7600,0,9678,-226.2740741
7/3/2021 8:15,7613,0,17665,-281.1703704
7/3/2021 8:30,6304,0,14797,-341.3777778
7/3/2021 8:45,5975,0,9249,-386.0666667
7/3/2021 9:00,11526,0,4335,-430.7333333
7/3/2021 9:15,12504,0,6038,-475.2296296
7/3/2021 9:30,11559,0,3080,-519.4074074
7/3/2021 9:45,12387,0,2522,-530.3925926
7/3/2021 10:00,9560,0,2522,-536.8592593
7/3/2021 10:15,6990,0,2522,-539.4222222
7/3/2021 10:30,4995,0,2522,-538.8962963
7/3/2021 10:45,4502,0,2695,-601.762963
7/3/2021 11:00,5028,0,2522,-663.9777778
7/3/2021 11:15,6590,0,2522,-725.5185185
7/3/2021 11:30,5388,0,2522,-786.562963
7/3/2021 11:45,4446,0,2522,-803.3703704
7/3/2021 12:00,3700,0,2522,-819.562963
7/3/2021 12:15,3707,0,2554,-835.4074074
7/3/2021 12:30,3697,0,2522,-851.1037037
7/3/2021 12:45,4483,0,2522,-850.4296296
7/3/2021 13:00,4799,0,2522,-849.6814815
7/3/2021 13:15,3838,0,2522,-849.0592593
7/3/2021 13:30,4106,0,2522,-848.6592593
7/3/2021 13:45,4321,0,2522,-873.6814815
7/3/2021 14:00,4660,0,2522,-898.3407407
7/3/2021 14:15,4504,0,2522,-922.237037
7/3/2021 14:30,3711,0,2522,-944.9037037
7/3/2021 14:45,3694,0,2522,-923.8444444
7/3/2021 15:00,3743,0,2522,-902.5185185
7/3/2021 15:15,4858,0,2522,-880.7703704
7/3/2021 15:30,5211,0,2522,-858.4222222
7/3/2021 15:45,5474,0,2522,-825.5481481
7/3/2021 16:00,6705,0,2522,-792.0888889
7/3/2021 16:15,8205,0,2994,-757.8740741
7/3/2021 16:30,7751,0,2289,-722.7333333
7/3/2021 16:45,8151,0,3125,-679.9037037
7/3/2021 17:00,8692,0,3402,-636.4148148
7/3/2021 17:15,10576,0,2452,-592.2444444
7/3/2021 17:30,12599,0,2303,-547.4148148
7/3/2021 17:45,12910,0,3075,-495.5851852
7/3/2021 18:00,17193,0,2766,-444.2888889
7/3/2021 18:15,21045,0,2303,-393.8888889
7/3/2021 18:30,19351,0,2303,-344.8296296
7/3/2021 18:45,15863,0,2781,-298.6148148
7/3/2021 19:00,15765,0,2300,-254.4444444
7/3/2021 19:15,15595,0,3091,-212.9185185
7/3/2021 19:30,14490,0,4409,-174.7777778
7/3/2021 19:45,14452,0,3678,-140.6296296
7/3/2021 20:00,15127,0,3019,-110.9185185
7/3/2021 20:15,13708,0,4007,-86.5037037
7/3/2021 20:30,12875,0,1917,-67.59259259
7/3/2021 20:45,13554,0,3207,-46.83703704
7/3/2021 21:00,13086,0,6776,-28.84444444
7/3/2021 21:15,12059,0,4915,-16.2962963
7/3/2021 21:30,13802,0,5348,-10.75555556
7/3/2021 21:45,16792,0,6963,0
7/3/2021 22:00,13160,0,8178,0
7/3/2021 22:15,12534,0,8958,0
7/3/2021 22:30,13835,0,5296,0
7/3/2021 22:45,12824,0,5618,0
7/3/2021 23:00,11700,0,6661,0
7/3/2021 23:15,10525,0,4466,0
7/3/2021 23:30,10651,0,5061,0
7/3/2021 23:45,9252,0,4714,0
7/4/2021 0:00,6828,0,2797,0
7/4/2021 0:15,6839,0,2797,0
7/4/2021 0:30,8740,0,2797,0
7/4/2021 0:45,6376,0,2797,0
7/4/2021 1:00,6144,0,3157,0
7/4/2021 1:15,7246,0,3157,0
7/4/2021 1:30,5596,0,3157,0
7/4/2021 1:45,5346,0,3157,0
7/4/2021 2:00,5344,0,3157,0
7/4/2021 2:15,5352,0,3157,0
7/4/2021 2:30,5420,0,3157,0
7/4/2021 2:45,5322,0,3157,0
7/4/2021 3:00,5364,0,3157,0
7/4/2021 3:15,5378,0,3157,0
7/4/2021 3:30,5378,0,3157,0
7/4/2021 3:45,5337,0,3157,0
7/4/2021 4:00,5363,0,3157,0
7/4/2021 4:15,5390,0,3157,0
7/4/2021 4:30,5349,0,3157,0
7/4/2021 4:45,5357,0,3157,0
7/4/2021 5:00,5370,0,3157,0
7/4/2021 5:15,5377,0,3157,0
7/4/2021 5:30,5351,0,3157,0
7/4/2021 5:45,5366,0,3157,0
7/4/2021 6:00,5359,0,3157,-4.903703704
7/4/2021 6:15,5360,0,3157,-19.97037037
7/4/2021 6:30,5243,0,3157,-48.05925926
7/4/2021 6:45,5199,0,3157,-66.74814815
7/4/2021 7:00,5266,0,3157,-93.25185185
7/4/2021 7:15,5694,0,3157,-125.6444444
7/4/2021 7:30,5889,0,6604,-162.2296296
7/4/2021 7:45,6715,0,10184,-202.7925926
7/4/2021 8:00,6483,0,13986,-246.6740741
7/4/2021 8:15,7102,0,16041,-293.0148148
7/4/2021 8:30,6816,0,16636,-341.1555556
7/4/2021 8:45,5867,0,10996,-391.5851852
7/4/2021 9:00,5461,0,9296,-443.0222222
7/4/2021 9:15,5527,0,5773,-495.0518519
7/4/2021 9:30,5087,0,6384,-547.3259259
7/4/2021 9:45,5118,0,4806,-592.3851852
7/4/2021 10:00,4784,0,5483,-636.6518519
7/4/2021 10:15,4637,0,3411,-680.0888889
7/4/2021 10:30,4494,0,3605,-722.6592593
7/4/2021 10:45,4403,0,3064,-754.8148148
7/4/2021 11:00,5370,0,3064,-785.7555556
7/4/2021 11:15,4660,0,3064,-815.6592593
7/4/2021 11:30,4089,0,3728,-844.7037037
7/4/2021 11:45,4023,0,3064,-862.6666667
7/4/2021 12:00,6173,0,3064,-879.8296296
7/4/2021 12:15,5867,0,4346,-896.437037
7/4/2021 12:30,6135,0,3064,-912.6666667
7/4/2021 12:45,6433,0,3064,-912.7481481
7/4/2021 13:00,4898,0,4516,-912.5111111
7/4/2021 13:15,4394,0,3064,-912.1555556
7/4/2021 13:30,5214,0,5151,-911.7851852
7/4/2021 13:45,6449,0,3290,-884.0666667
7/4/2021 14:00,6419,0,3193,-856.4222222
7/4/2021 14:15,5021,0,2283,-829.0444444
7/4/2021 14:30,5425,0,2403,-802.0518519
7/4/2021 14:45,8270,0,3009,-770.2962963
7/4/2021 15:00,9565,0,2137,-738.9481481
7/4/2021 15:15,7085,0,2261,-707.8962963
7/4/2021 15:30,7783,0,2261,-677.0296296
7/4/2021 15:45,7940,0,4016,-601.0740741
7/4/2021 16:00,7357,0,2794,-524.9333333
7/4/2021 16:15,8049,0,2924,-449.5925926
7/4/2021 16:30,8981,0,3079,-376.5925926
7/4/2021 16:45,8569,0,2508,-344.4074074
7/4/2021 17:00,8719,0,3265,-312.8444444
7/4/2021 17:15,10034,0,2816,-281.9703704
7/4/2021 17:30,9867,0,3331,-251.8666667
7/4/2021 17:45,11774,0,3837,-204.8444444
7/4/2021 18:00,14299,0,2824,-159.7259259
7/4/2021 18:15,15464,0,2812,-115.6222222
7/4/2021 18:30,16779,0,3290,-71.81481481
7/4/2021 18:45,17815,0,2697,-67.24444444
7/4/2021 19:00,13482,0,3021,-62.68148148
7/4/2021 19:15,12936,0,3970,-58.11111111
7/4/2021 19:30,11753,0,2947,-53.54074074
7/4/2021 19:45,12090,0,2814,-47.71111111
7/4/2021 20:00,14137,0,2671,-41.87407407
7/4/2021 20:15,13084,0,2794,-36.04444444
7/4/2021 20:30,14986,0,6464,-30.22222222
7/4/2021 20:45,13499,0,4880,-25
7/4/2021 21:00,14199,0,4068,-19.74074074
7/4/2021 21:15,17634,0,4227,-14.41481481
7/4/2021 21:30,15720,0,4335,-8.859259259
7/4/2021 21:45,15624,0,4845,0
7/4/2021 22:00,14077,0,6859,0
7/4/2021 22:15,11386,0,8191,0
7/4/2021 22:30,11576,0,9161,0
7/4/2021 22:45,12016,0,5042,0
7/4/2021 23:00,11539,0,8237,0
7/4/2021 23:15,10967,0,2741,0
7/4/2021 23:30,12931,0,2501,0
7/4/2021 23:45,10220,0,2938,0
7/5/2021 0:00,7578,0,2047,0
7/5/2021 0:15,7934,0,2046,0
7/5/2021 0:30,9731,0,2046,0
7/5/2021 0:45,6903,0,2046,0
7/5/2021 1:00,6639,0,2738,0
7/5/2021 1:15,8889,0,2738,0
7/5/2021 1:30,5702,0,2738,0
7/5/2021 1:45,5348,0,2738,0
7/5/2021 2:00,5349,0,2738,0
7/5/2021 2:15,5411,0,2738,0
7/5/2021 2:30,5340,0,2738,0
7/5/2021 2:45,5360,0,2738,0
7/5/2021 3:00,5361,0,2738,0
7/5/2021 3:15,5391,0,2738,0
7/5/2021 3:30,5349,0,2738,0
7/5/2021 3:45,5358,0,2738,0
7/5/2021 4:00,5372,0,2738,0
7/5/2021 4:15,5366,0,2738,0
7/5/2021 4:30,5377,0,2738,0
7/5/2021 4:45,5331,0,2738,0
7/5/2021 5:00,5393,0,2738,0
7/5/2021 5:15,5354,0,2738,0
7/5/2021 5:30,5381,0,2738,0
7/5/2021 5:45,5317,0,2738,-8.562962963
7/5/2021 6:00,5321,0,2738,-23.65925926
7/5/2021 6:15,5239,0,2738,-37.05925926
7/5/2021 6:30,5220,0,2738,-49.76296296
7/5/2021 6:45,5127,0,2738,-72.39259259
7/5/2021 7:00,5096,0,2738,-95.66666667
7/5/2021 7:15,5462,0,2738,-121.5407407
7/5/2021 7:30,5304,0,2804,-150.3555556
7/5/2021 7:45,6605,0,14425,-181.5037037
7/5/2021 8:00,7472,0,8782,-214.8592593
7/5/2021 8:15,7077,0,9120,-250.0740741
7/5/2021 8:30,7179,0,12895,-286.8444444
7/5/2021 8:45,8361,0,7894,-316.7259259
7/5/2021 9:00,7117,0,4240,-346.2666667
7/5/2021 9:15,6393,0,4226,-375.4814815
7/5/2021 9:30,7327,0,3125,-404.3555556
7/5/2021 9:45,5509,0,2522,-396.1851852
7/5/2021 10:00,5399,0,2522,-385.0740741
7/5/2021 10:15,5495,0,2615,-372.5185185
7/5/2021 10:30,5452,0,2522,-359.5407407
7/5/2021 10:45,5286,0,2522,-404.4888889
7/5/2021 11:00,5224,0,3032,-450.437037
7/5/2021 11:15,5065,0,2785,-497.0518519
7/5/2021 11:30,4804,0,2522,-544.0592593
7/5/2021 11:45,5105,0,2522,-466.1037037
7/5/2021 12:00,5452,0,2522,-393.8666667
7/5/2021 12:15,5566,0,2522,-329.0148148
7/5/2021 12:30,6627,0,2522,-270.3555556
7/5/2021 12:45,6938,0,2522,-266.1185185
7/5/2021 13:00,7634,0,2522,-261.9703704
7/5/2021 13:15,6762,0,2522,-257.8962963
7/5/2021 13:30,6840,0,3171,-253.8814815
7/5/2021 13:45,6883,0,2522,-271.8222222
7/5/2021 14:00,7202,0,2522,-290.1037037
7/5/2021 14:15,7021,0,3032,-308.8444444
7/5/2021 14:30,6765,0,2441,-328.2
7/5/2021 14:45,6573,0,2020,-287.8740741
7/5/2021 15:00,6105,0,2006,-248.9333333
7/5/2021 15:15,6286,0,2006,-210.9185185
7/5/2021 15:30,7825,0,2303,-173.1481481
7/5/2021 15:45,8147,0,2852,-193.4074074
7/5/2021 16:00,8101,0,2303,-213.7185185
7/5/2021 16:15,9495,0,2782,-234.4740741
7/5/2021 16:30,8219,0,2492,-256.037037
7/5/2021 16:45,8500,0,2774,-255.0888889
7/5/2021 17:00,10979,0,2789,-254.1259259
7/5/2021 17:15,11875,0,3431,-253.1037037
7/5/2021 17:30,11578,0,2625,-251.9333333
7/5/2021 17:45,13203,0,2416,-256.1259259
7/5/2021 18:00,14309,0,2635,-259.5555556
7/5/2021 18:15,14817,0,2580,-261.4296296
7/5/2021 18:30,14828,0,3048,-260.4148148
7/5/2021 18:45,13920,0,3249,-226.0148148
7/5/2021 19:00,14234,0,3767,-193.4
7/5/2021 19:15,13328,0,4324,-162.5037037
7/5/2021 19:30,13997,0,2832,-133.0074074
7/5/2021 19:45,14338,0,2458,-116.3851852
7/5/2021 20:00,15122,0,2015,-99.82222222
7/5/2021 20:15,15149,0,3166,-83.31851852
7/5/2021 20:30,10048,0,2560,-66.8962963
7/5/2021 20:45,9459,0,5161,-50.45925926
7/5/2021 21:00,14286,0,8499,-35.12592593
7/5/2021 21:15,12718,0,6828,-21.62962963
7/5/2021 21:30,14396,0,4387,-8.785185185
7/5/2021 21:45,13583,0,4304,0
7/5/2021 22:00,12140,0,3869,0
7/5/2021 22:15,14095,0,4323,0
7/5/2021 22:30,12718,0,5538,0
7/5/2021 22:45,12668,0,4720,0
7/5/2021 23:00,13105,0,4935,0
7/5/2021 23:15,12978,0,4512,0
7/5/2021 23:30,11912,0,3603,0
7/5/2021 23:45,14934,0,4318,0
7/6/2021 0:00,9283,0,2514,0
7/6/2021 0:15,8072,0,2514,0
7/6/2021 0:30,14679,0,2514,0
7/6/2021 0:45,7415,0,2514,0
7/6/2021 1:00,6659,0,3531,0
7/6/2021 1:15,8881,0,3531,0
7/6/2021 1:30,5681,0,3531,0
7/6/2021 1:45,5350,0,3531,0
7/6/2021 2:00,5392,0,3531,0
7/6/2021 2:15,5368,0,3531,0
7/6/2021 2:30,5341,0,3531,0
7/6/2021 2:45,5352,0,3531,0
7/6/2021 3:00,5397,0,3531,0
7/6/2021 3:15,5358,0,3531,0
7/6/2021 3:30,5353,0,3531,0
7/6/2021 3:45,5354,0,3531,0
7/6/2021 4:00,5381,0,3531,0
7/6/2021 4:15,5368,0,3531,0
7/6/2021 4:30,5347,0,3531,0
7/6/2021 4:45,5374,0,3531,0
7/6/2021 5:00,5363,0,3531,0
7/6/2021 5:15,5369,0,3531,0
7/6/2021 5:30,5344,0,3531,0
7/6/2021 5:45,5359,0,3531,-10.37037037
7/6/2021 6:00,5288,0,3531,-22.4
7/6/2021 6:15,5266,0,3531,-32.41481481
7/6/2021 6:30,5213,0,3531,-41.91111111
7/6/2021 6:45,5212,0,3531,-59.51851852
7/6/2021 7:00,5213,0,3531,-77.34814815
7/6/2021 7:15,5386,0,3531,-95.62962963
7/6/2021 7:30,5560,0,3531,-114.3925926
7/6/2021 7:45,6867,0,12727,-139.8074074
7/6/2021 8:00,6429,0,14119,-166.2592593
7/6/2021 8:15,8086,0,11572,-193.8888889
7/6/2021 8:30,10632,0,11957,-222.6888889
7/6/2021 8:45,7914,0,11570,-260.2
7/6/2021 9:00,9359,0,5013,-299.5481481
7/6/2021 9:15,8817,0,4445,-340.5185185
7/6/2021 9:30,6668,0,2903,-382.7703704
7/6/2021 9:45,7110,0,2748,-430.7925926
7/6/2021 10:00,5354,0,2748,-479.5333333
7/6/2021 10:15,4940,0,3211,-528.5407407
7/6/2021 10:30,4811,0,2876,-577.4666667
7/6/2021 10:45,4748,0,3505,-578.8074074
7/6/2021 11:00,4769,0,2748,-578.2444444
7/6/2021 11:15,4773,0,2748,-576.4074074
7/6/2021 11:30,6215,0,2748,-573.8296296
7/6/2021 11:45,5994,0,3988,-566.3555556
7/6/2021 12:00,4873,0,2614,-558.9037037
7/6/2021 12:15,5065,0,2614,-551.7481481
7/6/2021 12:30,6203,0,2614,-545.0592593
7/6/2021 12:45,6846,0,3115,-612.9703704
7/6/2021 13:00,5911,0,2930,-681.9037037
7/6/2021 13:15,4551,0,2614,-751.0962963
7/6/2021 13:30,5377,0,2614,-819.7333333
7/6/2021 13:45,7059,0,2614,-833.8
7/6/2021 14:00,7615,0,2614,-847.9555556
7/6/2021 14:15,7291,0,2614,-861.9333333
7/6/2021 14:30,6534,0,2637,-875.4
7/6/2021 14:45,6850,0,2637,-772.8740741
7/6/2021 15:00,6944,0,4496,-668.9777778
7/6/2021 15:15,6797,0,4434,-564.5407407
7/6/2021 15:30,8170,0,2528,-462.2074074
7/6/2021 15:45,11084,0,2350,-372
7/6/2021 16:00,9218,0,2350,-288.8666667
7/6/2021 16:15,8417,0,2555,-212.5185185
7/6/2021 16:30,9203,0,2555,-139.4222222
7/6/2021 16:45,11294,0,2555,-145.9111111
7/6/2021 17:00,10795,0,2599,-152.3925926
7/6/2021 17:15,9868,0,4909,-158.837037
7/6/2021 17:30,10622,0,2329,-165.237037
7/6/2021 17:45,11909,0,2515,-154.7037037
7/6/2021 18:00,12087,0,2120,-144.1777778
7/6/2021 18:15,11746,0,2167,-133.6666667
7/6/2021 18:30,10542,0,2329,-123.1555556
7/6/2021 18:45,11862,0,2783,-112.6740741
7/6/2021 19:00,13840,0,3357,-102.2074074
7/6/2021 19:15,13832,0,3307,-91.77037037
7/6/2021 19:30,12849,0,3040,-81.35555556
7/6/2021 19:45,11428,0,2847,-65.33333333
7/6/2021 20:00,12262,0,7518,-49.39259259
7/6/2021 20:15,15326,0,4699,-33.54814815
7/6/2021 20:30,13189,0,3310,-17.75555556
7/6/2021 20:45,10674,0,3893,-13.9037037
7/6/2021 21:00,14919,0,4847,-10.05925926
7/6/2021 21:15,14209,0,7452,-6.22962963
7/6/2021 21:30,10569,0,11904,-2.466666667
7/6/2021 21:45,15822,0,13027,0
7/6/2021 22:00,15175,0,10006,0
7/6/2021 22:15,13123,0,8751,0
7/6/2021 22:30,13016,0,6791,0
7/6/2021 22:45,13048,0,7070,0
7/6/2021 23:00,12181,0,5870,0
7/6/2021 23:15,12895,0,6288,0
7/6/2021 23:30,10945,0,7827,0
7/6/2021 23:45,11335,0,4752,0
7/7/2021 0:00,9678,0,2279,0
7/7/2021 0:15,7179,0,2279,0
7/7/2021 0:30,12453,0,2279,0
7/7/2021 0:45,8088,0,2279,0
7/7/2021 1:00,6779,0,2473,0
7/7/2021 1:15,9011,0,2473,0
7/7/2021 1:30,5906,0,2473,0
7/7/2021 1:45,5356,0,2473,0
7/7/2021 2:00,5347,0,2473,0
7/7/2021 2:15,5369,0,2473,0
7/7/2021 2:30,5375,0,2473,0
7/7/2021 2:45,5371,0,2473,0
7/7/2021 3:00,5339,0,2473,0
7/7/2021 3:15,5382,0,2473,0
7/7/2021 3:30,5364,0,2473,0
7/7/2021 3:45,5374,0,2473,0
7/7/2021 4:00,5348,0,2473,0
7/7/2021 4:15,5358,0,2473,0
7/7/2021 4:30,5385,0,2473,0
7/7/2021 4:45,5376,0,2473,0
7/7/2021 5:00,5334,0,2473,0
7/7/2021 5:15,5355,0,2473,0
7/7/2021 5:30,5406,0,2473,0
7/7/2021 5:45,5349,0,2473,-6.614814815
7/7/2021 6:00,5272,0,2473,-21.72592593
7/7/2021 6:15,5250,0,2473,-36.37037037
7/7/2021 6:30,5264,0,2473,-50.57037037
7/7/2021 6:45,5110,0,2473,-70.67407407
7/7/2021 7:00,5098,0,2473,-92.37777778
7/7/2021 7:15,5312,0,2473,-116.0962963
7/7/2021 7:30,5739,0,4458,-141.6962963
7/7/2021 7:45,5864,0,8146,-171.037037
7/7/2021 8:00,7210,0,6375,-202.437037
7/7/2021 8:15,7058,0,7632,-235.6666667
7/7/2021 8:30,8090,0,10541,-270.4666667
7/7/2021 8:45,8835,0,10640,-269.8888889
7/7/2021 9:00,7649,0,7871,-264.7111111
7/7/2021 9:15,7764,0,4869,-257.2296296
7/7/2021 9:30,7245,0,2931,-248.8074074
7/7/2021 9:45,6163,0,2708,-300.6962963
7/7/2021 10:00,5795,0,4374,-355.4814815
7/7/2021 10:15,5557,0,4509,-412.5777778
7/7/2021 10:30,5162,0,3326,-471.1481481
7/7/2021 10:45,5840,0,2708,-566.4592593
7/7/2021 11:00,5473,0,2820,-660.0962963
7/7/2021 11:15,5292,0,2708,-751.3111111
7/7/2021 11:30,5619,0,2708,-841.1407407
7/7/2021 11:45,4221,0,2708,-822.562963
7/7/2021 12:00,4056,0,2708,-801.2888889
7/7/2021 12:15,4149,0,2708,-777.9481481
7/7/2021 12:30,6111,0,2708,-753.3111111
7/7/2021 12:45,6089,0,2812,-744.4148148
7/7/2021 13:00,4716,0,2886,-735.7333333
7/7/2021 13:15,5851,0,2708,-727.4888889
7/7/2021 13:30,6463,0,2708,-719.8148148
7/7/2021 13:45,4870,0,2708,-718.2296296
7/7/2021 14:00,6321,0,2708,-717.2444444
7/7/2021 14:15,6821,0,2708,-716.8
7/7/2021 14:30,4829,0,4022,-716.7777778
7/7/2021 14:45,4861,0,3840,-731.0962963
7/7/2021 15:00,4776,0,4697,-744.8888889
7/7/2021 15:15,4506,0,4450,-757.5777778
7/7/2021 15:30,5817,0,3921,-768.4962963
7/7/2021 15:45,8091,0,2921,-744.3703704
7/7/2021 16:00,7280,0,3438,-719.6222222
7/7/2021 16:15,6692,0,5380,-694.0074074
7/7/2021 16:30,6394,0,3655,-667.2814815
7/7/2021 16:45,7842,0,3922,-611.3407407
7/7/2021 17:00,8044,0,3119,-555.4962963
7/7/2021 17:15,8810,0,2765,-499.8814815
7/7/2021 17:30,8098,0,2764,-444.8444444
7/7/2021 17:45,7845,0,3451,-415.5851852
7/7/2021 18:00,9641,0,4268,-385.4666667
7/7/2021 18:15,13139,0,2573,-354.3851852
7/7/2021 18:30,12177,0,1846,-322.1703704
7/7/2021 18:45,10640,0,2769,-272.4
7/7/2021 19:00,11045,0,1797,-226.3925926
7/7/2021 19:15,12816,0,3475,-184.1037037
7/7/2021 19:30,13036,0,2309,-144.4148148
7/7/2021 19:45,12038,0,2080,-126.1407407
7/7/2021 20:00,11277,0,1977,-107.3851852
7/7/2021 20:15,13645,0,5255,-87.79259259
7/7/2021 20:30,20592,0,5096,-66.71851852
7/7/2021 20:45,14949,0,4956,-46.55555556
7/7/2021 21:00,14626,0,5006,-28.85185185
7/7/2021 21:15,19065,0,9605,-16.17037037
7/7/2021 21:30,13315,0,7881,-9.562962963
7/7/2021 21:45,14740,0,5432,0
7/7/2021 22:00,13583,0,3076,0
7/7/2021 22:15,13303,0,2780,0
7/7/2021 22:30,12781,0,7154,0
7/7/2021 22:45,12578,0,7216,0
7/7/2021 23:00,14014,0,4910,0
7/7/2021 23:15,11414,0,5003,0
7/7/2021 23:30,10151,0,3290,0
7/7/2021 23:45,8687,0,4873,0
7/8/2021 0:00,7182,0,3990,0
7/8/2021 0:15,6061,0,1707,0
7/8/2021 0:30,7624,0,2325,0
7/8/2021 0:45,6273,0,1707,0
7/8/2021 1:00,6036,0,2185,0
7/8/2021 1:15,9098,0,2185,0
7/8/2021 1:30,6314,0,2185,0
7/8/2021 1:45,6044,0,2185,0
7/8/2021 2:00,7099,0,2185,0
7/8/2021 2:15,5509,0,2185,0
7/8/2021 2:30,5379,0,2185,0
7/8/2021 2:45,5379,0,2185,0
7/8/2021 3:00,5357,0,2185,0
7/8/2021 3:15,5341,0,2185,0
7/8/2021 3:30,5399,0,2185,0
7/8/2021 3:45,5361,0,2185,0
7/8/2021 4:00,5348,0,2185,0
7/8/2021 4:15,5349,0,2185,0
7/8/2021 4:30,5412,0,2185,0
7/8/2021 4:45,5341,0,2185,0
7/8/2021 5:00,5344,0,2185,0
7/8/2021 5:15,5377,0,2185,0
7/8/2021 5:30,5397,0,2185,0
7/8/2021 5:45,5313,0,2185,-4.214814815
7/8/2021 6:00,5331,0,2185,-6.251851852
7/8/2021 6:15,5376,0,2185,-8.222222222
7/8/2021 6:30,5335,0,2185,-10.16296296
7/8/2021 6:45,5297,0,2185,-10.83703704
7/8/2021 7:00,5316,0,2185,-11.4962963
7/8/2021 7:15,5373,0,2185,-12.14814815
7/8/2021 7:30,5313,0,2185,-12.8
7/8/2021 7:45,5283,0,2185,-19.20740741
7/8/2021 8:00,5270,0,2185,-25.61481481
7/8/2021 8:15,5318,0,2185,-32.04444444
7/8/2021 8:30,5372,0,4083,-38.48148148
7/8/2021 8:45,5604,0,6068,-48.78518519
7/8/2021 9:00,6222,0,4136,-59.1037037
7/8/2021 9:15,6583,0,8068,-69.45185185
7/8/2021 9:30,8231,0,8116,-79.81481481
7/8/2021 9:45,10428,0,6459,-83.72592593
7/8/2021 10:00,9653,0,5916,-87.62222222
7/8/2021 10:15,11615,0,9574,-91.51851852
7/8/2021 10:30,11405,0,7846,-95.40740741
7/8/2021 10:45,9748,0,9772,-93.45185185
7/8/2021 11:00,12584,0,7580,-91.4962963
7/8/2021 11:15,10833,0,6068,-89.53333333
7/8/2021 11:30,10192,0,5086,-87.57777778
7/8/2021 11:45,11296,0,5536,-88.85185185
7/8/2021 12:00,10674,0,5443,-90.12592593
7/8/2021 12:15,9736,0,4945,-91.40740741
7/8/2021 12:30,11043,0,4168,-92.68148148
7/8/2021 12:45,11660,0,4789,-92.02222222
7/8/2021 13:00,10847,0,5671,-91.36296296
7/8/2021 13:15,10956,0,3627,-90.71111111
7/8/2021 13:30,9980,0,2958,-90.05925926
7/8/2021 13:45,9553,0,2521,-94.57777778
7/8/2021 14:00,11115,0,3074,-99.1037037
7/8/2021 14:15,9255,0,3262,-103.6296296
7/8/2021 14:30,7683,0,2389,-108.1703704
7/8/2021 14:45,7486,0,1949,-108.1777778
7/8/2021 15:00,9587,0,1949,-108.1925926
7/8/2021 15:15,8612,0,2454,-108.2148148
7/8/2021 15:30,9177,0,2350,-108.2296296
7/8/2021 15:45,10033,0,4138,-99.18518519
7/8/2021 16:00,8221,0,3635,-90.13333333
7/8/2021 16:15,8836,0,4149,-81.08888889
7/8/2021 16:30,9175,0,3895,-72.05185185
7/8/2021 16:45,8825,0,4256,-70.75555556
7/8/2021 17:00,9201,0,2695,-69.45925926
7/8/2021 17:15,11124,0,2818,-68.15555556
7/8/2021 17:30,11799,0,2600,-66.85185185
7/8/2021 17:45,10788,0,3433,-66.82222222
7/8/2021 18:00,10895,0,2391,-66.79259259
7/8/2021 18:15,10661,0,2582,-66.74814815
7/8/2021 18:30,11435,0,2485,-66.68888889
7/8/2021 18:45,11441,0,2888,-58.92592593
7/8/2021 19:00,10304,0,3577,-51.18518519
7/8/2021 19:15,12609,0,3797,-43.46666667
7/8/2021 19:30,11512,0,4388,-35.76296296
7/8/2021 19:45,14027,0,3648,-31.88148148
7/8/2021 20:00,15753,0,4837,-28.00740741
7/8/2021 20:15,16735,0,10980,-24.13333333
7/8/2021 20:30,16064,0,5732,-20.25925926
7/8/2021 20:45,17663,0,5917,-15.75555556
7/8/2021 21:00,12118,0,5363,-11.27407407
7/8/2021 21:15,17588,0,7253,-6.822222222
7/8/2021 21:30,16112,0,4732,-2.451851852
7/8/2021 21:45,13906,0,8832,0
7/8/2021 22:00,13592,0,10683,0
7/8/2021 22:15,10220,0,7418,0
7/8/2021 22:30,12139,0,6610,0
7/8/2021 22:45,13695,0,5721,0
7/8/2021 23:00,13829,0,6739,0
7/8/2021 23:15,13634,0,4217,0
7/8/2021 23:30,13298,0,2470,0
7/8/2021 23:45,14186,0,3155,0
7/9/2021 0:00,10426,0,2275,0
7/9/2021 0:15,10004,0,2275,0
7/9/2021 0:30,8344,0,2275,0
7/9/2021 0:45,6434,0,2275,0
7/9/2021 1:00,7291,0,2284,0
7/9/2021 1:15,5529,0,2284,0
7/9/2021 1:30,5364,0,2284,0
7/9/2021 1:45,5371,0,2284,0
7/9/2021 2:00,5365,0,2284,0
7/9/2021 2:15,5344,0,2284,0
7/9/2021 2:30,5383,0,2284,0
7/9/2021 2:45,5381,0,2284,0
7/9/2021 3:00,5330,0,2284,0
7/9/2021 3:15,5362,0,2284,0
7/9/2021 3:30,5390,0,2284,0
7/9/2021 3:45,5372,0,2284,0
7/9/2021 4:00,5323,0,2284,0
7/9/2021 4:15,5385,0,2284,0
7/9/2021 4:30,5378,0,2284,0
7/9/2021 4:45,5354,0,2284,0
7/9/2021 5:00,5349,0,2284,0
7/9/2021 5:15,5384,0,2284,0
7/9/2021 5:30,5359,0,2284,0
